,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,happiness,energeticness
30,0.0,0.48451597594782136,0.40700000000000003,0.344,0.5489999999999999,0.9009999999999999,0.111,0.32,-10.244000000000002,0.0293,0.35546226198669423,9,4,-1.0,-0.3133254579801849
31,0.5227272727272727,0.5400879289623495,0.441,0.715,0.268,1.49e-06,0.11,0.057,-8.173,0.0308,0.6426841018582243,6,4,-1.0,0.2863176934936585
32,0.22727272727272727,0.8031919100724768,0.519,0.9309999999999999,0.23600000000000002,0.133,0.127,0.28300000000000003,-18.378,0.0362,0.3670933700389998,2,4,-1.0,-0.35569507637508746
33,0.0,0.3183036153503365,0.603,0.0186,0.902,0.6829999999999999,0.105,0.135,-5.979,0.0494,0.5871667813718743,5,4,1.0,0.24570610296177722
34,0.5227272727272727,0.30520879752610575,0.627,0.00919,0.9440000000000001,0.0031100000000000004,0.444,0.551,-4.459,0.344,0.5784721266345492,5,4,1.0,0.16974881337215303
35,0.5454545454545454,0.4672562035445519,0.775,0.006809999999999999,0.66,0.171,0.22,0.425,-7.9289999999999985,0.0444,0.5782151869694885,0,4,1.0,-0.019567685711149304
36,0.7727272727272727,0.5262619773792231,0.552,0.0364,0.643,0.74,0.105,0.212,-7.36,0.0327,0.5506400550584997,0,4,-1.0,-0.7503878966417245
37,0.0,0.46092871349395126,0.6629999999999999,0.18,0.9570000000000001,0.0,0.348,0.937,-2.823,0.0584,0.5766368433126864,11,4,1.0,-0.10856026857029571
38,0.9545454545454546,0.4253539439747055,0.736,0.946,0.308,0.0,0.18600000000000005,0.361,-7.83,0.0677,0.5102179398944713,4,4,-1.0,0.6752367111607736
39,0.8068181818181818,0.41810240888317873,0.736,0.00132,0.8109999999999999,0.00014199999999999998,0.107,0.609,-4.17,0.081,0.47488873594861214,9,4,1.0,0.07320801582061234
40,0.5681818181818182,0.30472266109538887,0.5539999999999999,0.628,0.667,0.0,0.0486,0.597,-10.226,0.0342,0.5173158981417756,1,4,1.0,-0.2231958095693733
41,0.4772727272727273,0.6105777114162968,0.374,0.6629999999999999,0.426,0.607,0.0886,0.0902,-7.395,0.0315,0.4687955953200275,10,4,-1.0,-0.6449684849338815
42,0.75,0.43341956467640097,0.614,0.000532,0.938,0.0,0.368,0.607,-4.461,0.0611,0.45908694654737325,11,4,1.0,0.03595191556223304
43,0.5,0.4600278178068688,0.6990000000000001,0.000532,0.87,0.0219,0.359,0.778,-4.925,0.0546,0.5507364074328974,0,4,1.0,0.08252245049095344
44,0.0,0.3277678428467532,0.431,0.815,0.14400000000000002,1.1e-06,0.124,0.0491,-12.07,0.039,0.6317182840100941,11,4,-1.0,-0.470677963047008
45,0.5795454545454546,0.3661706917605662,0.941,0.321,0.42100000000000004,9.340000000000001e-05,0.0967,0.787,-7.9179999999999975,0.0583,0.49098875888965365,11,4,-1.0,0.28093547398757746
46,0.011363636363636364,0.5280367611739037,0.466,0.413,0.615,0.0,0.34299999999999997,0.812,-9.102,0.0492,0.49559990823583394,0,4,1.0,-0.44577557209634583
47,0.8409090909090909,0.3442810485885646,0.455,0.889,0.292,0.0,0.106,0.43,-6.7920000000000025,0.0563,0.3869649002064694,0,5,-1.0,0.7728080767699473
48,0.5113636363636364,0.44284713902923184,0.242,0.9009999999999999,0.13699999999999998,0.0105,0.16699999999999998,0.0644,-16.332,0.0322,0.42419821059876117,2,3,-1.0,-0.13802075226552937
49,0.4772727272727273,0.4544874057869526,0.825,0.00735,0.925,0.8079999999999999,0.057,0.5670000000000001,-7.5020000000000024,0.0463,0.5644643266804313,4,4,1.0,-0.09056874577082066
50,0.6477272727272727,0.4494466339874955,0.6890000000000001,0.000455,0.456,0.882,0.07,0.23800000000000002,-12.307,0.0339,0.578114246386786,2,4,1.0,-0.8554288326400074
51,0.875,0.3423519357682595,0.855,0.0505,0.5870000000000001,0.007140000000000001,0.105,0.64,-4.5889999999999995,0.0336,0.5137416838724478,8,4,1.0,0.2492631192624475
52,0.5227272727272727,0.29548799802458847,0.512,0.215,0.977,0.0,0.34299999999999997,0.731,-4.505,0.0671,0.5513420509291123,2,4,1.0,-0.07047184943548136
53,0.0,0.46036348343760186,0.515,0.0102,0.43,0.00014099999999999998,0.129,0.10400000000000001,-9.935,0.0369,0.4213856389080065,7,4,-1.0,-0.14573117083344939
54,0.7045454545454546,0.46375872200133883,0.494,0.935,0.267,5.5799999999999994e-05,0.128,0.166,-11.54,0.0308,0.5281807754072035,0,3,-1.0,0.28001140342397635
55,0.056818181818181816,0.43965638642444727,0.639,0.78,0.4920000000000001,0.0,0.11699999999999999,0.6659999999999999,-8.497,0.0288,0.3993255333792154,5,4,1.0,-0.3719187407736306
56,0.6022727272727273,0.4526470321563816,0.722,0.161,0.696,0.0,0.0755,0.93,-11.095,0.0901,0.5294654737325075,2,4,1.0,-0.04326419734477171
57,0.10227272727272728,0.5015770497305994,0.608,0.851,0.174,1.92e-05,0.0855,0.193,-8.796,0.0332,0.5146822665749026,1,4,-1.0,0.2918981621809376
58,0.8863636363636364,0.38144733618456206,0.629,0.7609999999999999,0.327,2.9600000000000005e-05,0.10300000000000001,0.381,-8.285,0.028999999999999998,0.34389997705895853,11,4,-1.0,0.21959455584810508
59,0.4659090909090909,0.32436295871891474,0.516,0.48700000000000004,0.40700000000000003,0.0235,0.252,0.17,-7.841,0.0283,0.34362927276898364,9,4,-1.0,-0.23630155502725517
60,0.5909090909090909,0.5596221253807586,0.642,0.726,0.475,0.7859999999999999,0.12,0.45299999999999996,-11.404000000000002,0.0294,0.47696719431062173,2,3,-1.0,-0.7338316323772043
61,0.32954545454545453,0.34631433350116614,0.6940000000000001,0.612,0.359,0.738,0.13699999999999998,0.348,-16.105,0.0408,0.5738793301215876,9,4,-1.0,-0.6570846229087579
62,0.0,0.41848823144723973,0.474,0.5870000000000001,0.41,3.97e-06,0.114,0.37,-9.373,0.0644,0.5739160357880247,7,3,-1.0,-0.5019636499476524
63,0.0,0.28109874549793296,0.5870000000000001,0.000405,0.97,0.772,0.20199999999999999,0.146,-4.512,0.21600000000000005,0.5876072493691213,8,4,1.0,0.766965460405051
64,0.4431818181818182,0.8864389156071014,0.379,0.000169,0.652,0.0043,0.077,0.0724,-5.4060000000000015,0.0325,0.5553337921541638,9,4,-1.0,0.16307551655380664
65,0.0,0.49266454850078994,0.434,0.0418,0.531,0.00021,0.0941,0.0935,-10.05,0.0305,0.7164716678137187,2,4,-1.0,-0.11171095597065912
66,0.7727272727272727,0.27774401830342244,0.545,0.785,0.478,0.00278,0.12300000000000001,0.318,-7.035,0.0559,0.7971828401009404,8,4,-1.0,0.04102938839308389
67,0.0,0.370646233503674,0.6859999999999999,0.0398,0.632,2.2e-06,0.0686,0.88,-11.433,0.0353,0.5458362009635238,9,4,1.0,-0.04324453626895041
68,0.8409090909090909,0.4039813030385456,0.563,0.0472,0.865,0.00019099999999999998,0.77,0.601,-5.277,0.16,0.7170038999770592,5,4,1.0,-0.05691226081072446
69,0.125,0.5092336985143903,0.602,0.00398,0.784,0.0852,0.0931,0.9179999999999999,-7.976,0.0313,0.6103188804771738,11,4,1.0,-0.01257161956473655
70,0.6704545454545454,0.5309420050812832,0.604,0.0011,0.789,0.828,0.368,0.348,-6.2589999999999995,0.0273,0.5599082358339069,5,4,-1.0,-0.3084724490982939
71,0.0,0.32077287976032703,0.831,0.594,0.544,0.00389,0.0736,0.856,-9.288,0.0837,0.49633860977288374,0,4,1.0,-0.20986396173954644
72,0.7045454545454546,0.3781562697131216,0.511,0.0108,0.622,4.51e-06,0.127,0.425,-5.727,0.0242,0.4585180087175958,2,4,-1.0,0.01948084929293856
73,0.6363636363636364,0.46442619503716437,0.754,0.0186,0.804,0.0604,0.207,0.972,-7.189,0.0368,0.6100802936453316,11,4,1.0,0.08205222309422734
74,0.0,0.4702251081750014,0.605,0.757,0.319,0.00237,0.11599999999999999,0.273,-10.892000000000001,0.0306,0.5028813948153246,10,4,-1.0,-0.4152435597688513
75,0.8636363636363636,0.4055766793409379,0.772,0.491,0.256,0.0061200000000000004,0.14400000000000002,0.35700000000000004,-8.545,0.0481,0.5455471438403304,7,3,-1.0,0.5159443132795821
76,0.7727272727272727,0.5874264284598156,0.7490000000000001,0.0674,0.6990000000000001,0.0019199999999999998,0.0763,0.935,-13.107999999999999,0.0371,0.5914384033035099,1,4,1.0,0.06431137901147388
77,0.3977272727272727,0.4973542217669516,0.158,0.965,0.0963,0.105,0.0752,0.0395,-18.225,0.0398,0.3258178481303051,0,4,-1.0,-0.1693506765867717
78,0.7954545454545454,0.6359899145981754,0.59,0.27699999999999997,0.828,5.57e-06,0.0868,0.636,-6.28,0.0439,0.5109107593484744,0,4,1.0,-0.017221463996474114
79,0.26136363636363635,0.4956006582132943,0.6509999999999999,0.19899999999999998,0.503,0.644,0.0781,0.5579999999999999,-10.905999999999999,0.0323,0.61043358568479,0,4,-1.0,-0.5028221835918492
80,0.0,0.38427927380476995,0.631,0.248,0.547,0.00011899999999999999,0.0523,0.9620000000000001,-12.626,0.036000000000000004,0.4337370956641431,6,4,1.0,-0.20922169992938397
81,0.0,0.6112972704982705,0.282,0.568,0.47600000000000003,0.0185,0.157,0.18600000000000005,-6.524,0.0274,0.8607662307868779,2,3,-1.0,-0.42795608371030713
82,0.7159090909090909,0.2691228131094791,0.813,0.245,0.619,0.0151,0.113,0.774,-8.203,0.0294,0.5257169075476027,7,4,1.0,0.09519892912673693
83,0.5795454545454546,0.29119379288658936,0.639,0.00288,0.9740000000000001,0.596,0.349,0.353,-4.13,0.057,0.5964670796054141,7,4,1.0,0.10634184384845898
84,0.9886363636363636,0.46324364887831737,0.5670000000000001,0.8390000000000001,0.267,1.46e-06,0.08900000000000001,0.0592,-6.5020000000000024,0.0299,0.5047533838036248,4,4,-1.0,0.8263959773438869
85,0.5113636363636364,0.9274364212642248,0.332,0.9540000000000001,0.255,0.752,0.0784,0.134,-13.698,0.0309,0.8616012846983252,9,4,-1.0,-0.7951102904432426
86,0.6022727272727273,0.3904524348297462,0.537,0.899,0.201,0.0016300000000000002,0.077,0.196,-12.948,0.033,0.6152190869465475,2,4,-1.0,0.3567797123912292
87,0.0,0.35045420961354085,0.491,0.000285,0.831,7.879999999999999e-05,0.0761,0.828,-5.3210000000000015,0.0349,0.8899655884377151,6,4,1.0,0.0006619228859837829
88,0.5795454545454546,0.3573681499615142,0.579,0.73,0.41100000000000003,0.8,0.0945,0.125,-13.068,0.0329,0.36700160587290664,6,1,-1.0,-0.7010336810613049
89,0.3522727272727273,0.40328489331041545,0.5870000000000001,0.379,0.713,0.439,0.332,0.816,-8.857999999999997,0.0268,0.5966964900206471,1,4,-1.0,-0.31947282102031155
90,0.5340909090909091,0.4629870768732168,0.5,0.6709999999999999,0.185,0.0,0.0827,0.159,-13.209000000000001,0.0302,0.6430282174810736,1,4,-1.0,0.34767008059402665
91,0.3522727272727273,0.8650643455581213,0.614,0.521,0.498,0.855,0.136,0.418,-14.325,0.0466,0.5505987611837577,10,3,-1.0,-0.630206293838055
92,0.5681818181818182,0.44171089157807214,0.48100000000000004,0.0238,0.922,0.00185,0.0971,0.24600000000000002,-4.17,0.064,0.5869740766230787,3,4,1.0,0.06474883794849781
93,0.5227272727272727,0.5495618020228678,0.64,0.00021099999999999998,0.667,0.899,0.0748,0.28800000000000003,-10.19,0.0379,0.5643220922229869,11,4,1.0,-0.34661329776863176
94,0.8636363636363636,0.4150679144168388,0.526,0.00126,0.763,6.75e-05,0.359,0.514,-12.663,0.0341,0.624936912135811,0,4,1.0,0.00611459458042445
95,0.5909090909090909,0.3021588701572034,0.534,8.05e-05,0.9570000000000001,0.758,0.266,0.52,-4.025,0.0455,0.43609084652443225,1,4,1.0,-0.060693741060354585
96,0.625,0.3997623333005384,0.48100000000000004,0.688,0.6,0.00633,0.963,0.818,-8.722000000000001,0.0801,0.5718605184675385,6,4,1.0,-0.6072274114719101
97,0.8863636363636364,0.47921670303044334,0.794,0.0426,0.8109999999999999,1.07e-06,0.10099999999999999,0.862,-8.966000000000003,0.038,0.5324478091305346,6,4,1.0,0.06956580152471643
98,0.6022727272727273,0.4826640276403285,0.883,0.225,0.664,2.3e-06,0.941,0.8,-10.395,0.41100000000000003,0.5418857536132141,4,4,1.0,-0.41941989995789253
99,0.0,0.2432997088968754,0.664,0.511,0.35200000000000004,0.8059999999999999,0.109,0.45,-9.426,0.0278,0.39942188575361326,2,4,-1.0,-0.6618852022551254
100,0.75,0.9556824911791316,0.87,0.149,0.657,0.0102,0.053,0.893,-7.32,0.0522,0.5074374856618491,2,4,1.0,0.28913250418207465
101,0.75,0.42005660017014773,0.40299999999999997,0.387,0.495,8.03e-06,0.147,0.38,-6.888,0.0312,0.6098279421885754,10,4,1.0,0.007415502430600498
102,0.7840909090909091,0.4953691646748577,0.484,0.406,0.457,0.6459999999999999,0.297,0.187,-13.975999999999999,0.0456,0.3999036476256021,1,4,-1.0,-0.7132464859923027
103,0.0,0.38610421453277854,0.284,0.848,0.262,0.00483,0.0966,0.107,-9.869,0.027999999999999997,0.4526726313374627,11,4,-1.0,-0.5582713326768719
104,0.7386363636363636,0.44714134416723095,0.6940000000000001,0.0153,0.8809999999999999,0.0196,0.0851,0.924,-4.053,0.0701,0.5577150722642809,1,4,1.0,0.1242891292273361
105,0.5795454545454546,0.4214455614007674,0.635,0.0973,0.8079999999999999,0.0,0.141,0.726,-5.026,0.0262,0.6027850424409269,9,4,1.0,0.06085758335886542
106,0.8409090909090909,0.3400890864300417,0.584,0.55,0.3670000000000001,1.3800000000000007e-05,0.0818,0.588,-9.638,0.0328,0.5513879330121587,6,4,1.0,0.28047671555174714
107,0.4659090909090909,0.7059163961085936,0.276,0.314,0.251,6.05e-06,0.122,0.18,-9.078,0.0295,0.4391144757972012,2,4,-1.0,0.1121385843697724
108,0.75,0.41521838521682264,0.5720000000000001,0.00292,0.934,0.0198,0.105,0.204,-5.053,0.0446,0.5778756595549438,6,4,1.0,0.05812305539671955
109,0.03409090909090909,0.5567303852631214,0.539,0.617,0.4320000000000001,0.6920000000000001,0.11,0.133,-9.298,0.0249,0.4826611608167011,8,4,-1.0,-0.6137188433389095
110,0.9431818181818182,0.35829991145372153,0.557,0.0339,0.54,0.00248,0.179,0.39399999999999996,-10.484000000000002,0.0347,0.5926634549208534,9,4,1.0,0.02508261747902409
111,0.9431818181818182,0.40202711175157657,0.574,0.061,0.9129999999999999,0.00158,0.156,0.423,-4.793,0.133,0.530984170681349,6,4,1.0,-0.04190594469011687
112,0.0,0.39989544208513944,0.341,0.00123,0.9890000000000001,0.8220000000000001,0.4,0.11900000000000001,-3.8280000000000003,0.111,0.47478779536590965,4,1,1.0,1.0
113,0.0,0.43222351472781184,0.784,0.261,0.675,1.4e-06,0.293,0.8540000000000001,-7.718,0.049,0.5731039229181004,0,4,1.0,-0.09331965796281763
114,0.4318181818181818,0.4076118933663597,0.40399999999999997,0.7020000000000001,0.249,0.0009109999999999999,0.171,0.284,-15.880999999999998,0.0472,0.551598990594173,7,4,-1.0,-0.24261931405783305
115,0.5568181818181818,0.6328261695728752,0.6,0.0938,0.882,0.912,0.0542,0.34700000000000003,-8.394,0.0311,0.5506217022252811,5,4,1.0,-0.2639712423997654
116,0.6704545454545454,0.3106797614844909,0.584,0.21,0.835,1.49e-06,0.126,0.371,-3.6630000000000003,0.0584,0.5877770130763936,7,4,1.0,-0.04028062908888936
117,0.25,0.48554419308104396,0.439,0.316,0.45399999999999996,0.000696,0.0901,0.38799999999999996,-8.251,0.027999999999999997,0.4495067676072494,5,4,-1.0,-0.13782577993030148
118,0.5340909090909091,0.23390492946198974,0.7140000000000001,0.39299999999999996,0.4,0.000718,0.109,0.318,-8.264,0.0618,0.3761137875659554,2,4,-1.0,0.05953046074092764
119,0.0,0.4939300465109101,0.389,0.24,0.52,0.0046700000000000005,0.337,0.654,-8.113999999999999,0.0332,0.6163294333562744,0,4,-1.0,-0.2934808787845523
120,0.0,0.5416948799416637,0.636,0.618,0.319,1.7e-06,0.125,0.37799999999999995,-10.065,0.0718,0.34002752924982793,10,4,-1.0,-0.2578353483205345
121,0.011363636363636364,0.5232525613795471,0.768,0.213,0.852,7.45e-05,0.0723,0.867,-6.215,0.038,0.5890066529020418,4,4,1.0,-0.06703771485869421
122,0.6931818181818182,0.3452841872551232,0.731,0.0862,0.75,0.000388,0.20199999999999999,0.639,-10.457,0.0321,0.6212709337003901,2,4,1.0,0.0674473206049713
123,0.0,0.5734268567228618,0.67,0.762,0.41700000000000004,0.0214,0.10400000000000001,0.0708,-12.552999999999999,0.0404,0.5557696719431062,8,4,-1.0,-0.45319107452694635
124,0.36363636363636365,0.5182658047390586,0.429,0.475,0.35600000000000004,0.48100000000000004,0.125,0.0965,-7.615,0.0282,0.6419591649460885,0,3,-1.0,-0.4494849617346312
125,0.26136363636363635,0.46506858960632597,0.5479999999999999,0.13,0.569,0.00134,0.0584,0.265,-6.215,0.039,0.3444918559302592,11,4,-1.0,-0.09630158779571486
126,0.5795454545454546,0.3803882532462146,0.5760000000000001,0.0198,0.948,0.000123,0.6829999999999999,0.193,-4.251,0.0898,0.5874237210369351,9,3,1.0,0.048097545150841414
127,0.6477272727272727,0.39343484324993777,0.4320000000000001,0.807,0.34,0.0,0.0864,0.449,-7.977,0.0824,0.6201972929571002,5,4,-1.0,0.242527562370667
128,0.5568181818181818,0.37924236023095337,0.503,0.488,0.504,1.59e-06,0.122,0.67,-6.843,0.41600000000000004,0.3917871071346639,0,4,-1.0,0.5029434268927472
129,0.5340909090909091,0.40171266636186687,0.705,0.46299999999999997,0.6809999999999999,0.8390000000000001,0.12300000000000001,0.7070000000000001,-8.277999999999999,0.0258,0.5230695113558155,9,4,-1.0,-0.5059302719945997
130,0.4659090909090909,0.27431984304738094,0.48700000000000004,0.902,0.111,0.00010700000000000001,0.35,0.179,-11.607999999999999,0.0356,0.39991282404221157,5,4,-1.0,0.028582288975215576
131,0.6136363636363636,0.3780791052003094,0.647,0.815,0.235,1.7800000000000002e-05,0.233,0.0382,-10.123,0.0389,0.5957788483597155,8,4,-1.0,0.194769170777743
132,0.8977272727272727,0.5549922546120265,0.435,0.873,0.155,0.0,0.107,0.0935,-8.948,0.046,0.5897315898141776,1,3,-1.0,0.8817533747417435
133,0.5681818181818182,0.38566823503538955,0.46299999999999997,0.917,0.179,1.73e-05,0.12,0.183,-14.852,0.0402,0.3704840559761413,0,4,-1.0,0.16745993646195664
134,0.4431818181818182,0.6058957546014163,0.475,0.0168,0.498,0.4920000000000001,0.13699999999999998,0.0592,-10.609000000000002,0.0303,0.40780913053452633,10,4,-1.0,-0.4085538787206538
135,0.6363636363636364,0.6471517613764606,0.653,0.0082,0.975,0.5,0.6779999999999999,0.9109999999999999,-9.071,0.0409,0.5823308098187658,0,4,1.0,-0.1360120456857865
136,0.7954545454545454,0.4574042243712539,0.8029999999999999,0.5760000000000001,0.488,0.0609,0.0763,0.624,-9.302999999999999,0.0803,0.43941729754530856,1,4,1.0,0.15230124700373396
137,0.6590909090909091,0.5189313486620638,0.348,0.9620000000000001,0.226,0.00483,0.135,0.17300000000000001,-10.918,0.0386,0.593030511585226,3,3,-1.0,0.20503552920243207
138,0.5340909090909091,0.40336398693604797,0.19,0.768,0.16699999999999998,0.16399999999999998,0.126,0.0491,-11.298,0.0291,0.7783253039688002,3,4,-1.0,-0.051893771207337513
139,0.3977272727272727,0.40243801278230157,0.47,0.524,0.526,0.00557,0.0856,0.257,-10.987,0.0307,0.6376600137646249,1,4,-1.0,-0.16787281905420395
140,0.2159090909090909,0.5497971537869449,0.526,0.7090000000000001,0.493,0.606,0.0993,0.574,-9.728,0.0428,0.7069098417068135,2,4,-1.0,-0.6717304859726416
141,0.5227272727272727,0.47116651523131026,0.376,0.133,0.27699999999999997,0.0,0.0643,0.309,-18.291,0.0357,0.8204358797889427,1,4,-1.0,0.00280006488155021
142,0.8295454545454546,0.436442484465819,0.898,0.0135,0.271,0.0013800000000000002,0.0461,0.742,-12.238,0.091,0.5115164028446891,7,4,1.0,0.474775658932764
143,0.42045454545454547,0.5038842686636843,0.8059999999999999,0.138,0.847,0.00157,0.067,0.97,-4.47,0.0319,0.5584675384262445,0,4,1.0,0.2101080867643276
144,0.6136363636363636,0.3906067638553706,0.628,0.111,0.5870000000000001,0.0,0.156,0.4,-5.195,0.0441,0.642395044735031,7,4,-1.0,0.1071676090329536
145,0.6818181818181818,0.4682072561649623,0.72,0.19899999999999998,0.88,0.0246,0.0865,0.961,-8.988,0.0406,0.5442670337233311,5,4,1.0,-0.0954283083446521
146,0.6931818181818182,0.38562000721488193,0.6579999999999999,0.0471,0.765,1.0199999999999999e-05,0.0936,0.222,-7.0020000000000024,0.0469,0.5504657031429226,11,4,1.0,-0.002819725957371511
147,0.8295454545454546,0.5025975504125407,0.546,0.818,0.311,1.65e-05,0.107,0.24600000000000002,-10.395999999999999,0.0288,0.6765955494379445,1,4,-1.0,0.5780602054910108
148,0.4318181818181818,0.41123476724289265,0.596,0.381,0.528,0.8590000000000001,0.205,0.15,-12.481,0.0289,0.5370084881853636,2,4,-1.0,-0.5686851491702207
149,0.7159090909090909,0.5401515896854195,0.309,0.0192,0.93,0.0022,0.106,0.376,-6.399,0.125,0.8984400091764166,11,4,1.0,-0.06077238536363979
150,0.0,0.4116205898069537,0.544,0.95,0.316,0.7,0.0978,0.17300000000000001,-11.665999999999999,0.0307,0.5734755677907777,4,4,-1.0,-0.7934472911133575
151,0.0,0.6264986795222744,0.591,0.0213,0.9309999999999999,0.0,0.122,0.6729999999999999,-4.84,0.0557,0.46593714154622623,2,4,1.0,0.020272207594745906
152,0.45454545454545453,0.5061509762275427,0.54,0.0122,0.574,0.0006580000000000001,0.226,0.225,-7.006,0.0232,0.43576508373480155,7,4,-1.0,-0.028352909757300402
153,0.875,0.438421754219452,0.645,0.221,0.598,3.53e-06,0.0721,0.9129999999999999,-13.18,0.0335,0.4860243175040147,1,4,1.0,0.04550555998839997
154,0.5227272727272727,0.4764908666153523,0.515,0.0244,0.496,7.24e-06,0.0895,0.442,-8.017999999999999,0.0275,0.6359715531085112,5,4,1.0,0.0595615907776447
